Year,m,d,Time,Time zone,Cloud amount (1/8),Pressure (msl) (hPa),Precipitation amount (mm),Relative humidity (%),Precipitation intensity (mm/h),Snow depth (cm),Air temperature (degC),Dew-point temperature (degC),Horizontal visibility (m),Wind direction (deg),Gust speed (m/s),Wind speed (m/s)
2021,1,1,00:00,UTC,,1009.2,0.1,100,0,3,-0.2,-0.3,,244,1.1,0.5
2021,1,1,01:00,UTC,,1009.2,0,100,0,3,-0.3,-0.4,,0,0,0
2021,1,1,02:00,UTC,,1009.2,0,100,0,3,-0.4,-0.5,,275,1.7,0.5
2021,1,1,03:00,UTC,,1009.4,0,100,0,4,-0.3,-0.3,,255,1.6,0.9
2021,1,1,04:00,UTC,,1009.5,0,100,0,3,-0.5,-0.5,,257,1.8,1
2021,1,1,05:00,UTC,,1009.4,0,100,0,4,-0.1,-0.2,,256,1.8,1.1
2021,1,1,06:00,UTC,,1009.7,0,100,0,3,0,0,,248,1.7,0.9
2021,1,1,07:00,UTC,,1010,0,100,0,4,0,-0.1,,246,1.9,1.3
2021,1,1,08:00,UTC,,1010.5,0,99,0,3,0.1,0,,255,2.3,1.4
2021,1,1,09:00,UTC,,1011,0,99,0,3,0.1,0,,249,2.6,1.8
2021,1,1,10:00,UTC,,1011.3,0,99,0,3,0.3,0.2,,256,2.9,1.6
2021,1,1,11:00,UTC,,1011.5,0,98,0,3,0.4,0.1,,250,2.1,1.4
2021,1,1,12:00,UTC,,1011.8,0,98,0,3,0.4,0.1,,258,2.2,1.3
2021,1,1,13:00,UTC,,1012.1,0,96,0,3,0,-0.5,,300,2.1,1.2
2021,1,1,14:00,UTC,,1012.2,0,97,0,3,-0.4,-0.8,,250,1.7,1.1
2021,1,1,15:00,UTC,,1012.7,0,98,0,3,-0.7,-1,,246,1.8,1.4
2021,1,1,16:00,UTC,,1012.8,0,98,0,3,-0.7,-1,,242,1.7,1.1
2021,1,1,17:00,UTC,,1012.9,0,99,0,3,-0.9,-1.1,,245,1.9,1.3
2021,1,1,18:00,UTC,,1013.2,0,99,0,3,-0.5,-0.6,,272,1.9,0.6
2021,1,1,19:00,UTC,,1013.6,0,98,0,3,-0.4,-0.7,,243,1.1,0.7
2021,1,1,20:00,UTC,,1013.9,0,98,0,3,-0.6,-0.8,,0,1,0
2021,1,1,21:00,UTC,,1014.3,0.1,99,0.3,3,-0.8,-1,,0,0,0
2021,1,1,22:00,UTC,,1014.5,0,99,0,3,-1,-1.1,,265,1.6,0.7
2021,1,1,23:00,UTC,,1014.9,0,99,0,3,-1,-1.2,,312,1.1,0.7
2021,1,2,00:00,UTC,,1015.1,0,90,0,3,-0.8,-2.2,,310,3.5,1.1
2021,1,2,01:00,UTC,,1015.2,0,92,0,3,-1,-2.1,,326,1.9,1
2021,1,2,02:00,UTC,,1015.4,0,90,0,3,-1,-2.4,,334,2.3,1.6
2021,1,2,03:00,UTC,,1015.5,0,81,0,3,-1,-3.9,,332,2.6,1.5
2021,1,2,04:00,UTC,,1015.7,0,88,0,3,-1.3,-3.1,,355,2.8,1.5
2021,1,2,05:00,UTC,,1015.7,0,87,0,3,-1.3,-3.2,,6,3.8,2
2021,1,2,06:00,UTC,,1015.9,0,83,0,3,-1.5,-4,,353,2,1.3
2021,1,2,07:00,UTC,,1016.5,0,86,0,3,-1.5,-3.5,,350,1.7,1.1
2021,1,2,08:00,UTC,,1016.9,0,89,0,3,-1.7,-3.2,,355,2.3,1.6
2021,1,2,09:00,UTC,,1017.1,0,89,0,3,-1.7,-3.2,,354,3.4,2.1
2021,1,2,10:00,UTC,,1017.4,0,82,0,3,-1.4,-4,,350,3.4,2.3
2021,1,2,11:00,UTC,,1017.6,0,78,0,3,-1.2,-4.5,,356,3.2,1.9
2021,1,2,12:00,UTC,,1017.7,0,84,0,3,-1.5,-3.8,,334,3,1.9
2021,1,2,13:00,UTC,,1018,0,89,0,3,-1.6,-3.2,,340,3.3,2
2021,1,2,14:00,UTC,,1018.4,0,88,0,3,-1.7,-3.4,,352,2.9,1.8
2021,1,2,15:00,UTC,,1018.6,0,85,0,3,-1.8,-4,,333,4.8,3
2021,1,2,16:00,UTC,,1019,0,85,0,3,-2,-4.3,,353,4.9,3
2021,1,2,17:00,UTC,,1019.2,0,80,0,3,-2.1,-5.1,,358,4.6,2.7
2021,1,2,18:00,UTC,,1019.5,0,81,0,3,-2.2,-5,,350,4.2,2.5
2021,1,2,19:00,UTC,,1019.9,0,80,0,3,-2.3,-5.3,,358,5.8,3.1
2021,1,2,20:00,UTC,,1020.1,0,83,0,3,-2.3,-4.8,,346,6.7,3.1
2021,1,2,21:00,UTC,,1020.4,0,84,0,3,-2.2,-4.6,,346,5.2,3
2021,1,2,22:00,UTC,,1020.7,0,86,0,3,-2.2,-4.3,,347,3.3,2.3
2021,1,2,23:00,UTC,,1021,0,84,0,3,-2.2,-4.6,,353,5.6,2.7
2021,1,3,00:00,UTC,,1021.4,0,81,0,3,-2.4,-5.2,,358,6.9,3.7
2021,1,3,01:00,UTC,,1021.5,0,85,0,3,-2.6,-4.7,,350,4.9,2.7
2021,1,3,02:00,UTC,,1021.9,0,82,0,3,-2.8,-5.4,,352,6.8,4.3
2021,1,3,03:00,UTC,,1022.3,0,82,0,3,-2.8,-5.4,,354,8.4,4.6
2021,1,3,04:00,UTC,,1022.6,0,85,0,3,-2.9,-5.1,,359,5.4,3.3
2021,1,3,05:00,UTC,,1022.6,0,85,0,3,-2.7,-4.8,,356,6.3,3
2021,1,3,06:00,UTC,,1023.1,0,83,0,3,-2.5,-5,,351,6.1,3.6
2021,1,3,07:00,UTC,,1023.8,0,83,0,3,-2.4,-4.8,,353,4.7,2.7
2021,1,3,08:00,UTC,,1024.2,0,83,0,3,-2.3,-4.7,,344,5.5,3.3
2021,1,3,09:00,UTC,,1024.5,0,87,0,3,-2.1,-4,,347,5,2.6
2021,1,3,10:00,UTC,,1025,0,85,0,3,-1.9,-4.1,,351,6.8,3.9
2021,1,3,11:00,UTC,,1025.5,0,82,0,3,-1.8,-4.4,,350,6.9,3.9
2021,1,3,12:00,UTC,,1025.8,0,84,0,3,-1.8,-4.2,,354,5.8,2.8
2021,1,3,13:00,UTC,,1026.4,0,84,0,3,-1.8,-4.1,,344,5.5,3.2
2021,1,3,14:00,UTC,,1026.6,0,84,0,3,-2.1,-4.4,,348,5.5,3.6
2021,1,3,15:00,UTC,,1026.8,0,85,0,3,-2.2,-4.3,,349,4.7,2.8
2021,1,3,16:00,UTC,,1027.2,0,85,0,3,-2.3,-4.4,,347,7.1,2.9
2021,1,3,17:00,UTC,,1027.5,0,86,0,3,-2.4,-4.4,,353,7,3.6
2021,1,3,18:00,UTC,,1028.1,0,89,0,3,-3.5,-5,,351,4.4,2.3
2021,1,3,19:00,UTC,,1028.7,0,93,0,3,-4.6,-5.5,,344,2.7,1.6
2021,1,3,20:00,UTC,,1029.2,0,94,0,3,-5.6,-6.4,,341,2.5,1.6
2021,1,3,21:00,UTC,,1029.6,0,95,0,3,-4.8,-5.5,,360,3.9,2.2
2021,1,3,22:00,UTC,,1030.2,0,95,0,3,-4.9,-5.6,,11,4.4,2.3
2021,1,3,23:00,UTC,,1030.5,0,92,0,3,-4.2,-5.3,,13,4.5,2.7
2021,1,4,00:00,UTC,,1030.7,0,92,0,3,-4.8,-5.9,,353,4.7,2.6
2021,1,4,01:00,UTC,,1030.8,0,93,0,3,-5.3,-6.3,,358,4.9,2.2
2021,1,4,02:00,UTC,,1031.1,0,94,0,3,-6,-6.8,,356,2.8,1.7
2021,1,4,03:00,UTC,,1031.7,0,94,0,3,-6.3,-7,,359,2.5,1.7
2021,1,4,04:00,UTC,,1031.8,0,94,0,3,-5.5,-6.4,,2,5.2,2.9
2021,1,4,05:00,UTC,,1031.9,0,95,0,3,-5.7,-6.4,,17,3.8,2.3
2021,1,4,06:00,UTC,,1032,0,96,0,3,-6.3,-6.8,,356,1.9,1.2
2021,1,4,07:00,UTC,,1032.5,0,96,0,3,-7.6,-8.2,,343,1.6,1.1
2021,1,4,08:00,UTC,,1033.1,0,95,0,3,-7.9,-8.6,,4,2.5,1.5
2021,1,4,09:00,UTC,,1033.5,0,94,0,3,-9.4,-10.1,,5,1.9,1.1
2021,1,4,10:00,UTC,,1033.7,0,94,0,3,-8.3,-9.1,,11,3.5,1.8
2021,1,4,11:00,UTC,,1033.9,0,94,0,3,-8.3,-9.2,,357,2.3,1.4
2021,1,4,12:00,UTC,,1034,0,94,0,3,-8.4,-9.2,,14,3.2,1.9
2021,1,4,13:00,UTC,,1033.8,0,93,0,3,-8.8,-9.7,,350,2.1,1.3
2021,1,4,14:00,UTC,,1033.8,0,94,0,3,-8.7,-9.4,,10,2.5,1.5
2021,1,4,15:00,UTC,,1034.2,0,94,0,3,-8.4,-9.2,,31,2.4,1.6
2021,1,4,16:00,UTC,,1034.2,0,93,0,3,-8.7,-9.6,,359,2.9,1.8
2021,1,4,17:00,UTC,,1034.3,0,94,0,3,-8.7,-9.5,,27,2.7,1.9
2021,1,4,18:00,UTC,,1034.3,0,94,0,3,-8.7,-9.5,,130,1.9,1.4
2021,1,4,19:00,UTC,,1034.4,0,93,0,3,-8.9,-9.8,,161,1.3,0.8
2021,1,4,20:00,UTC,,1034.3,0,94,0,3,-8.7,-9.5,,147,1.3,1
2021,1,4,21:00,UTC,,1034.5,0,93,0,3,-8.4,-9.2,,0,1.1,0
2021,1,4,22:00,UTC,,1034.5,0,93,0,3,-8.6,-9.5,,20,2,1.3
2021,1,4,23:00,UTC,,1034.5,0,93,0,3,-8.8,-9.7,,60,2.3,1.1
2021,1,5,00:00,UTC,,1034.5,0,93,0,3,-8.9,-9.8,,11,1.5,1
2021,1,5,01:00,UTC,,1034.3,0,93,0,3,-8.9,-9.9,,65,1.8,0.9
2021,1,5,02:00,UTC,,1034,0,93,0,3,-9,-9.9,,105,1.6,0.9
2021,1,5,03:00,UTC,,1033.9,0,92,0,3,-9.5,-10.5,,119,1.8,1
2021,1,5,04:00,UTC,,1033.6,0,92,0,3,-9.7,-10.7,,65,1.5,1
2021,1,5,05:00,UTC,,1033.6,0,92,0,4,-9.9,-10.9,,79,2.2,0.7
2021,1,5,06:00,UTC,,1033.8,0,91,0,3,-11.3,-12.5,,132,2,1.4
2021,1,5,07:00,UTC,,1034,0,89,0,3,-13,-14.4,,0,0.8,0
2021,1,5,08:00,UTC,,1034.3,0,90,0,3,-12.7,-13.9,,79,1.4,0.6
2021,1,5,09:00,UTC,,1034.2,0,90,0,3,-12.6,-13.9,,0,0.8,0
2021,1,5,10:00,UTC,,1034.1,0,89,0,3,-12.6,-14,,99,1.2,0.6
2021,1,5,11:00,UTC,,1033.9,0,89,0,3,-12.6,-14,,0,1.1,0
2021,1,5,12:00,UTC,,1033.5,0,89,0,3,-12.8,-14.2,,122,1.1,0.5
2021,1,5,13:00,UTC,,1033.3,0,88,0,3,-13.6,-15.1,,115,1.1,0.6
2021,1,5,14:00,UTC,,1033.3,0,88,0,3,-14.3,-15.8,,93,0.9,0.5
2021,1,5,15:00,UTC,,1033,0,88,0,3,-15.1,-16.7,,122,1.4,0.8
2021,1,5,16:00,UTC,,1032.9,0,87,0,4,-15.5,-17.1,,103,1.5,0.9
2021,1,5,17:00,UTC,,1032.7,0,87,0,4,-15.7,-17.3,,109,1.4,0.8
2021,1,5,18:00,UTC,,1032.7,0,87,0,3,-16,-17.7,,111,1.6,0.8
2021,1,5,19:00,UTC,,1032.7,0,87,0,4,-16.2,-17.9,,89,1.1,0.6
2021,1,5,20:00,UTC,,1032.8,0,86,0,4,-16.5,-18.3,,0,1.1,0
2021,1,5,21:00,UTC,,1032.6,0,86,0,3,-16.4,-18.1,,95,1.4,0.9
2021,1,5,22:00,UTC,,1032.3,0,86,0,3,-16.7,-18.5,,99,1.3,0.9
2021,1,5,23:00,UTC,,1032.1,0,86,0,4,-16.7,-18.5,,105,0.9,0.5
2021,1,6,00:00,UTC,,1031.9,0,86,0,3,-16.3,-18.1,,89,1,0.5
2021,1,6,01:00,UTC,,1031.5,0,86,0,4,-16.8,-18.5,,114,1,0.5
2021,1,6,02:00,UTC,,1031.1,0,86,0,3,-16.6,-18.4,,123,0.9,0.5
2021,1,6,03:00,UTC,,1030.8,0,86,0,4,-16.3,-18.1,,0,0.8,0
2021,1,6,04:00,UTC,,1030.5,0,86,0,3,-16.8,-18.5,,50,1.1,0.7
2021,1,6,05:00,UTC,,1030.3,0,86,0,4,-16.6,-18.3,,36,1.1,0.9
2021,1,6,06:00,UTC,,1030.4,0,86,0,3,-17.3,-19.1,,0,1,0
2021,1,6,07:00,UTC,,1030.2,0,86,0,4,-16.4,-18.2,,89,0.9,0.5
2021,1,6,08:00,UTC,,1030.3,0,87,0,4,-15.3,-16.9,,0,0.8,0
2021,1,6,09:00,UTC,,1030.3,0,87,0,4,-15.5,-17.3,,0,0.7,0
2021,1,6,10:00,UTC,,1030.3,0,87,0,3,-14.9,-16.6,,99,1.2,0.8
2021,1,6,11:00,UTC,,1029.8,0,88,0,3,-14.8,-16.3,,89,1.2,0.5
2021,1,6,12:00,UTC,,1029.3,0,88,0,4,-13.7,-15.2,,0,0.9,0
2021,1,6,13:00,UTC,,1028.8,0,90,0,4,-12.2,-13.6,,85,1.1,0.5
2021,1,6,14:00,UTC,,1028.6,0,90,0,4,-11.5,-12.8,,0,0.7,0
2021,1,6,15:00,UTC,,1028.4,0,90,0,3,-11.5,-12.9,,0,0.8,0
2021,1,6,16:00,UTC,,1028.1,0,89,0,3,-12.6,-14,,0,0.9,0
2021,1,6,17:00,UTC,,1027.7,0,89,0,3,-14,-15.4,,61,1.2,0.7
2021,1,6,18:00,UTC,,1027.5,0,88,0,4,-14.1,-15.7,,0,0,0
2021,1,6,19:00,UTC,,1027.4,0,89,0,4,-13,-14.3,,0,0,0
2021,1,6,20:00,UTC,,1027.2,0,89,0,4,-13.9,-15.3,,0,0.9,0
2021,1,6,21:00,UTC,,1026.8,0,91,0,4,-11.4,-12.7,,0,0.9,0
2021,1,6,22:00,UTC,,1026.2,0,91,0,3,-10.5,-11.6,,56,1.1,0.5
2021,1,6,23:00,UTC,,1025.8,0.1,92,0,4,-9.2,-10.2,,57,1.1,0.7
2021,1,7,00:00,UTC,,1025.3,0,93,0,4,-8.5,-9.5,,51,1.6,0.8
2021,1,7,01:00,UTC,,1024.8,0,93,0,4,-8,-8.9,,42,1.4,1
2021,1,7,02:00,UTC,,1024.1,0,94,0,4,-7.6,-8.5,,55,1.9,1.1
2021,1,7,03:00,UTC,,1023.8,0,94,0,4,-7.3,-8.1,,83,1.5,0.7
2021,1,7,04:00,UTC,,1023.3,0,95,0,4,-6.8,-7.5,,60,1.6,0.9
2021,1,7,05:00,UTC,,1022.9,0,95,0,4,-6.4,-7.1,,74,1.3,0.7
2021,1,7,06:00,UTC,,1022.6,0,95,0,4,-6,-6.7,,51,1.6,1.1
2021,1,7,07:00,UTC,,1022.5,0,95,0,4,-5.9,-6.5,,58,1.5,1
2021,1,7,08:00,UTC,,1022.4,0.1,95,0,3,-5.6,-6.2,,69,2,0.9
2021,1,7,09:00,UTC,,1022.2,0,95,0,3,-5.5,-6.1,,68,1.5,0.5
2021,1,7,10:00,UTC,,1021.7,0,96,0,4,-5.2,-5.8,,56,1.5,0.8
2021,1,7,11:00,UTC,,1021.2,0,96,0,4,-5,-5.6,,64,1.5,0.8
2021,1,7,12:00,UTC,,1020.7,0,96,0,5,-4.9,-5.4,,64,1.4,0.8
2021,1,7,13:00,UTC,,1020.3,0,96,0,4,-4.8,-5.4,,64,1.4,0.8
2021,1,7,14:00,UTC,,1020,0,96,0,4,-4.9,-5.4,,59,1.5,0.9
2021,1,7,15:00,UTC,,1019.9,0,96,0,3,-4.9,-5.5,,63,1.8,0.9
2021,1,7,16:00,UTC,,1019.9,0,96,0,3,-4.9,-5.5,,65,1.6,0.9
2021,1,7,17:00,UTC,,1019.9,0,96,0,4,-5,-5.6,,76,1.6,0.8
2021,1,7,18:00,UTC,,1019.8,0,96,0,4,-5.2,-5.7,,72,2.1,0.8
2021,1,7,19:00,UTC,,1020,0,96,0,5,-5.4,-6,,93,2.2,1.5
2021,1,7,20:00,UTC,,1020.2,0,95,0,5,-5.6,-6.2,,89,1.8,1
2021,1,7,21:00,UTC,,1020.3,0,95,0,5,-5.6,-6.2,,0,1.5,0
2021,1,7,22:00,UTC,,1020.2,0,95,0,5,-5.7,-6.3,,63,1.6,0.7
2021,1,7,23:00,UTC,,1020.1,0,95,0,4,-5.8,-6.4,,56,1.6,0.7
2021,1,8,00:00,UTC,,1020,0,95,0,4,-5.9,-6.6,,62,1.6,0.8
2021,1,8,01:00,UTC,,1020.2,0,95,0,4,-6.1,-6.7,,67,1.3,0.8
2021,1,8,02:00,UTC,,1020.1,0,95,0,5,-6.2,-6.9,,77,1.6,0.7
2021,1,8,03:00,UTC,,1020.3,0,95,0,5,-6.2,-6.9,,83,1.3,0.6
2021,1,8,04:00,UTC,,1020.2,0,95,0,5,-6.4,-7.1,,95,1.6,1.2
2021,1,8,05:00,UTC,,1020.3,0,94,0,5,-6.5,-7.3,,102,1.9,1.3
2021,1,8,06:00,UTC,,1020.3,0,94,0,4,-7.1,-7.9,,96,1.8,1.3
2021,1,8,07:00,UTC,,1020.7,0,94,0,4,-7.1,-7.9,,110,1.9,0.9
2021,1,8,08:00,UTC,,1021.5,0,94,0,4,-6.8,-7.6,,19,1.6,0.9
2021,1,8,09:00,UTC,,1021.5,0,94,0,4,-6.7,-7.5,,62,1,0.5
2021,1,8,10:00,UTC,,1021.7,0,94,0,4,-6.8,-7.6,,0,0.9,0
2021,1,8,11:00,UTC,,1021.5,0,94,0,4,-7.3,-8.2,,93,1.6,0.9
2021,1,8,12:00,UTC,,1021.6,0,93,0,4,-8.1,-9,,0,1.1,0
2021,1,8,13:00,UTC,,1021.7,0,92,0,4,-9.7,-10.7,,26,1.2,0.8
2021,1,8,14:00,UTC,,1021.7,0,92,0,4,-10.9,-11.9,,0,0,0
2021,1,8,15:00,UTC,,1022,0,92,0,4,-9.6,-10.6,,0,0.9,0
2021,1,8,16:00,UTC,,1022.2,0,91,0,4,-10.2,-11.3,,142,1,0.8
2021,1,8,17:00,UTC,,1022.6,0,92,0,4,-9.9,-11,,309,1.6,0.9
2021,1,8,18:00,UTC,,1022.5,0,91,0,4,-9.8,-11,,0,0.2,0
2021,1,8,19:00,UTC,,1022.3,0,93,0,4,-9.5,-10.5,,130,1.4,0.6
2021,1,8,20:00,UTC,,1022.8,0,91,0,4,-9.9,-11,,345,2.2,1.5
2021,1,8,21:00,UTC,,1023.3,0,89,0,3,-12,-13.4,,0,0.9,0
2021,1,8,22:00,UTC,,1023.7,0,89,0,4,-13.5,-14.9,,0,0.6,0
2021,1,8,23:00,UTC,,1023.6,0,90,0,4,-12.5,-13.8,,0,1.1,0
2021,1,9,00:00,UTC,,1023.4,0,91,0,4,-11.5,-12.7,,11,1.1,0.6
2021,1,9,01:00,UTC,,1023.5,0,91,0,4,-10.8,-12,,7,1,0.6
2021,1,9,02:00,UTC,,1023.3,0,90,0,4,-11.8,-13.1,,0,0.9,0
2021,1,9,03:00,UTC,,1023.2,0,90,0,4,-11.6,-12.9,,0,0.8,0
2021,1,9,04:00,UTC,,1023.3,0,90,0,4,-12.3,-13.6,,103,0.8,0.5
2021,1,9,05:00,UTC,,1023.3,0,90,0,4,-11.8,-13,,35,1.1,0.5
2021,1,9,06:00,UTC,,1023.5,0,91,0,4,-11.2,-12.4,,0,0.9,0
2021,1,9,07:00,UTC,,1023.5,0,91,0,4,-11.1,-12.3,,135,1.4,0.9
2021,1,9,08:00,UTC,,1023.6,0,91,0,4,-10.6,-11.7,,131,1.6,1.1
2021,1,9,09:00,UTC,,1023.6,0,92,0,4,-10.1,-11.2,,153,1.6,1
2021,1,9,10:00,UTC,,1023.3,0,92,0,4,-9.7,-10.8,,135,0.9,0.5
2021,1,9,11:00,UTC,,1022.9,0,92,0,4,-9.2,-10.2,,135,1.3,0.9
2021,1,9,12:00,UTC,,1022.4,0,92,0,4,-9,-10,,113,1.2,0.7
2021,1,9,13:00,UTC,,1022.3,0,92,0,5,-8.9,-9.9,,0,0.8,0
2021,1,9,14:00,UTC,,1021.7,0,92,0,5,-8.8,-9.8,,119,1.3,0.7
2021,1,9,15:00,UTC,,1021.3,0,92,0,5,-8.9,-10,,110,0.9,0.6
2021,1,9,16:00,UTC,,1021,0,92,0,5,-8.7,-9.7,,138,1.8,1
2021,1,9,17:00,UTC,,1020.9,0,93,0,5,-8.8,-9.8,,113,1.2,0.9
2021,1,9,18:00,UTC,,1020.4,0,92,0,5,-8.7,-9.7,,147,1.6,1.3
2021,1,9,19:00,UTC,,1020,0,93,0,5,-8.7,-9.6,,100,1.4,0.9
2021,1,9,20:00,UTC,,1019.5,0,92,0,5,-9,-10,,93,2,1.1
2021,1,9,21:00,UTC,,1019.1,0,92,0,5,-9.1,-10.1,,119,1.7,1.2
2021,1,9,22:00,UTC,,1018.5,0,92,0,5,-8.7,-9.7,,132,3,2.2
2021,1,9,23:00,UTC,,1017.9,0,92,0,5,-9.3,-10.4,,85,2.3,1.2
2021,1,10,00:00,UTC,,1017.5,0,91,0,5,-10.3,-11.4,,99,2.2,1.6
2021,1,10,01:00,UTC,,1017,0,90,0,5,-10.8,-12.1,,113,2.4,1.4
2021,1,10,02:00,UTC,,1016.5,0,89,0,5,-12.6,-14.1,,128,4,2.4
2021,1,10,03:00,UTC,,1015.9,0,89,0,4,-13.2,-14.7,,132,2.6,2
2021,1,10,04:00,UTC,,1015.3,0,89,0,4,-13.4,-14.9,,117,2.4,1.4
2021,1,10,05:00,UTC,,1014.6,0,91,0,5,-11.6,-12.7,,118,2.8,1.4
2021,1,10,06:00,UTC,,1013.8,0,91,0,5,-11,-12.2,,118,2.9,1.6
2021,1,10,07:00,UTC,,1013,0,90,0,5,-9.3,-10.6,,130,5,3
2021,1,10,08:00,UTC,,1012.7,0,91,0,5,-8.3,-9.5,,131,4.3,3.2
2021,1,10,09:00,UTC,,1012.4,0,91,0,5,-7.6,-8.8,,133,6.7,4.4
2021,1,10,10:00,UTC,,1011.9,0.1,91,0.5,4,-7.1,-8.4,,133,7,4.8
2021,1,10,11:00,UTC,,1011.3,0.1,90,0,5,-6.6,-7.9,,133,8.2,5.4
2021,1,10,12:00,UTC,,1010.6,0.2,91,0,6,-6.2,-7.5,,133,7.6,5.1
2021,1,10,13:00,UTC,,1010.3,0.2,91,0.5,7,-5.7,-6.9,,137,7.5,5.3
2021,1,10,14:00,UTC,,1010,0.2,91,0.5,8,-4.9,-6.1,,138,8,6
2021,1,10,15:00,UTC,,1009.7,0,92,0,8,-4,-5.2,,142,9.7,6.9
2021,1,10,16:00,UTC,,1009.5,0,91,0,8,-3.5,-4.7,,141,9.3,6.9
2021,1,10,17:00,UTC,,1009.8,0,92,0,8,-3,-4.2,,150,8.1,6.2
2021,1,10,18:00,UTC,,1009.9,0,93,0,8,-3.2,-4.2,,130,6.1,4
2021,1,10,19:00,UTC,,1009.6,0.1,93,0,8,-3.1,-4,,131,7.5,4.6
2021,1,10,20:00,UTC,,1009.1,0,94,0,8,-3.1,-3.9,,123,6.8,4.1
2021,1,10,21:00,UTC,,1008.7,0.4,94,0.2,8,-3,-3.8,,121,7.3,3.7
2021,1,10,22:00,UTC,,1008.3,0.3,94,0,8,-2.9,-3.8,,122,7,3.5
2021,1,10,23:00,UTC,,1007.9,0.2,95,0.7,8,-2.8,-3.5,,114,5.5,3
2021,1,11,00:00,UTC,,1007.4,0.7,96,0.4,10,-2.5,-3.1,,121,7.4,3.7
2021,1,11,01:00,UTC,,1007.2,0.3,92,0,11,-2,-3.2,,131,7.9,5.4
2021,1,11,02:00,UTC,,1007,0,92,0,12,-2.1,-3.2,,132,9.6,6.7
2021,1,11,03:00,UTC,,1006.9,0,92,0,13,-2.4,-3.6,,130,8.8,5.7
2021,1,11,04:00,UTC,,1006.9,0,93,0,12,-2.2,-3.2,,128,9.1,4.8
2021,1,11,05:00,UTC,,1006.9,0,93,0,12,-2.1,-3.1,,133,8.5,5.7
2021,1,11,06:00,UTC,,1007.1,0,94,0,12,-2.1,-2.9,,131,7.5,4.7
2021,1,11,07:00,UTC,,1007.6,0,94,0,12,-2,-2.8,,136,7,4.3
2021,1,11,08:00,UTC,,1008,0,95,0,12,-1.9,-2.5,,141,5.7,4.3
2021,1,11,09:00,UTC,,1008.3,0.1,95,0,12,-1.6,-2.4,,134,4.8,3.7
2021,1,11,10:00,UTC,,1008.7,0,93,0,12,-1.8,-2.8,,157,3.2,2.7
2021,1,11,11:00,UTC,,1009.1,0,92,0,12,-1.6,-2.7,,157,3.5,2.7
2021,1,11,12:00,UTC,,1009.1,0,93,0,12,-1.7,-2.7,,101,2.5,1.1
2021,1,11,13:00,UTC,,1008.9,0,96,0,12,-2.5,-3.1,,106,2.8,1.9
2021,1,11,14:00,UTC,,1008.7,0,95,0,12,-2.1,-2.8,,90,5.5,3.3
2021,1,11,15:00,UTC,,1008.7,0,95,0,12,-2.4,-3.1,,113,4,2.2
2021,1,11,16:00,UTC,,1007.9,0,91,0,11,-2.6,-3.9,,115,6.1,3.7
2021,1,11,17:00,UTC,,1007.9,0,94,0,11,-3.4,-4.3,,100,5.6,3.8
2021,1,11,18:00,UTC,,1007.2,0,93,0,11,-2.7,-3.7,,99,6.1,4.4
2021,1,11,19:00,UTC,,1006.6,0,91,0,11,-2.5,-3.7,,94,7.2,4.6
2021,1,11,20:00,UTC,,1006.3,0,91,0,11,-2.7,-3.9,,100,9.2,5.7
2021,1,11,21:00,UTC,,1005.6,0,92,0,12,-2.2,-3.3,,105,12.8,6.6
2021,1,11,22:00,UTC,,1004.7,0,92,0,11,-2.2,-3.4,,105,11.2,6.7
2021,1,11,23:00,UTC,,1004,0,92,0,12,-2.6,-3.7,,107,12.7,7.8
2021,1,12,00:00,UTC,,1003.1,0,93,0,11,-2.9,-3.9,,109,12.9,7.8
2021,1,12,01:00,UTC,,1002.2,0,93,0,11,-3.1,-4.1,,106,13.7,7.4
2021,1,12,02:00,UTC,,1001.3,0,89,0,12,-3.2,-4.8,,103,16.4,9.5
2021,1,12,03:00,UTC,,1000.5,0,88,0,13,-3.3,-4.9,,105,14.9,8.6
2021,1,12,04:00,UTC,,1000.2,0,87,0,14,-3.5,-5.4,,104,15.1,8.7
2021,1,12,05:00,UTC,,1000,0,86,0,13,-3.9,-6,,104,16.1,9.6
2021,1,12,06:00,UTC,,999.9,0,85,0,13,-4.1,-6.2,,107,14.2,8.4
2021,1,12,07:00,UTC,,999.7,0,87,0,13,-4.6,-6.4,,105,13.2,8
2021,1,12,08:00,UTC,,1000.2,0,86,0,14,-5,-6.9,,109,12.9,7.4
2021,1,12,09:00,UTC,,1000.2,0,83,0,14,-4.7,-7.2,,110,15.7,7.6
2021,1,12,10:00,UTC,,1000.2,0,83,0,14,-4.5,-7,,109,14.9,8
2021,1,12,11:00,UTC,,1000.1,0,85,0,14,-4.5,-6.7,,107,13.9,7.8
2021,1,12,12:00,UTC,,1000.2,0,83,0,14,-4.5,-6.9,,108,13.6,7.7
2021,1,12,13:00,UTC,,1000.3,0,82,0,14,-4.5,-7.1,,106,15.7,7.8
2021,1,12,14:00,UTC,,1000.7,0,82,0,14,-4.5,-7.1,,103,14.9,7.9
2021,1,12,15:00,UTC,,1001.4,0,83,0,14,-4.6,-7,,104,12.4,7.9
2021,1,12,16:00,UTC,,1002.3,0,85,0,14,-4.8,-7,,105,12.5,7.1
2021,1,12,17:00,UTC,,1002.9,0,84,0,14,-4.4,-6.7,,103,10.9,6.6
2021,1,12,18:00,UTC,,1004.1,0.1,86,0,14,-6,-8,,85,9.4,4.4
